,epsilon,pre,recall,F1,NSC,PSC,NRC,PRC,pre,recall,F1,NSC,PSC,NRC,PRC,pre,recall,F1,NSC,PSC,NRC,PRC,pre,recall,F1,NSC,PSC,NRC,PRC,pre,recall,F1,NSC,PSC,NRC,PRC,acc,macro-F1,micro-F1
37,0.037,0.7083011085331271,0.9401197604790419,0.8079100198485627,1070,312,8,2,0.0,0.0,0.0,0,0,0,0,0.6808865189135144,0.7211436639604659,0.7004371303677037,2112,855,6,2,0.0,0.0,0.0,0,0,0,0,0.5703485155817813,0.8688202247191011,0.6886340866080375,795,197,6,2,0.5895847671484286,0.4164174760347198,0.5895847671484286
38,0.038,0.7083011085331271,0.9401197604790419,0.8079100198485627,1070,312,8,2,0.0,0.0,0.0,0,0,0,0,0.6808865189135144,0.7211436639604659,0.7004371303677037,2112,855,6,2,0.0,0.0,0.0,0,0,0,0,0.5703485155817813,0.8688202247191011,0.6886340866080375,795,197,6,2,0.5895847671484286,0.4164174760347198,0.5895847671484286
39,0.039,0.7083011085331271,0.9401197604790419,0.8079100198485627,1070,312,8,2,0.0,0.0,0.0,0,0,0,0,0.6808865189135144,0.7211436639604659,0.7004371303677037,2112,855,6,2,0.0,0.0,0.0,0,0,0,0,0.5703485155817813,0.8688202247191011,0.6886340866080375,795,197,6,2,0.5895847671484286,0.4164174760347198,0.5895847671484286
40,0.04,0.7083011085331271,0.9401197604790419,0.8079100198485627,1070,312,8,2,0.0,0.0,0.0,0,0,0,0,0.6808865189135144,0.7211436639604659,0.7004371303677037,2112,855,6,2,0.0,0.0,0.0,0,0,0,0,0.5703485155817813,0.8688202247191011,0.6886340866080375,795,197,6,2,0.5895847671484286,0.4164174760347198,0.5895847671484286
41,0.041,0.7083011085331271,0.9401197604790419,0.8079100198485627,1070,312,8,2,0.0,0.0,0.0,0,0,0,0,0.6808865189135144,0.7211436639604659,0.7004371303677037,2112,855,6,2,0.0,0.0,0.0,0,0,0,0,0.5703485155817813,0.8688202247191011,0.6886340866080375,795,197,6,2,0.5895847671484286,0.4164174760347198,0.5895847671484286
42,0.042,0.7083011085331271,0.9401197604790419,0.8079100198485627,1070,312,8,2,0.0,0.0,0.0,0,0,0,0,0.6808865189135144,0.7211436639604659,0.7004371303677037,2112,855,6,2,0.0,0.0,0.0,0,0,0,0,0.5703485155817813,0.8688202247191011,0.6886340866080375,795,197,6,2,0.5895847671484286,0.4164174760347198,0.5895847671484286
43,0.043000000000000003,0.7083011085331271,0.9401197604790419,0.8079100198485627,1070,312,8,2,0.0,0.0,0.0,0,0,0,0,0.6808865189135144,0.7211436639604659,0.7004371303677037,2112,855,6,2,0.0,0.0,0.0,0,0,0,0,0.5703485155817813,0.8688202247191011,0.6886340866080375,795,197,6,2,0.5895847671484286,0.4164174760347198,0.5895847671484286
44,0.044,0.7083011085331271,0.9401197604790419,0.8079100198485627,1070,312,8,2,0.0,0.0,0.0,0,0,0,0,0.6808865189135144,0.7211436639604659,0.7004371303677037,2112,855,6,2,0.0,0.0,0.0,0,0,0,0,0.5703485155817813,0.8688202247191011,0.6886340866080375,795,197,6,2,0.5895847671484286,0.4164174760347198,0.5895847671484286
45,0.045,0.7083011085331271,0.9401197604790419,0.8079100198485627,1070,312,8,2,0.0,0.0,0.0,0,0,0,0,0.6808865189135144,0.7211436639604659,0.7004371303677037,2112,855,6,2,0.0,0.0,0.0,0,0,0,0,0.5703485155817813,0.8688202247191011,0.6886340866080375,795,197,6,2,0.5895847671484286,0.4164174760347198,0.5895847671484286
46,0.046,0.7083011085331271,0.9401197604790419,0.8079100198485627,1070,312,8,2,0.0,0.0,0.0,0,0,0,0,0.6808865189135144,0.7211436639604659,0.7004371303677037,2112,855,6,2,0.0,0.0,0.0,0,0,0,0,0.5703485155817813,0.8688202247191011,0.6886340866080375,795,197,6,2,0.5895847671484286,0.4164174760347198,0.5895847671484286
47,0.047,0.7083011085331271,0.9401197604790419,0.8079100198485627,1070,312,8,2,0.0,0.0,0.0,0,0,0,0,0.6808865189135144,0.7211436639604659,0.7004371303677037,2112,855,6,2,0.0,0.0,0.0,0,0,0,0,0.5703485155817813,0.8688202247191011,0.6886340866080375,795,197,6,2,0.5895847671484286,0.4164174760347198,0.5895847671484286
48,0.048,0.7083011085331271,0.9401197604790419,0.8079100198485627,1070,312,8,2,0.0,0.0,0.0,0,0,0,0,0.6830591826352382,0.7109071655488881,0.6967050073510335,2216,855,6,2,0.0,0.0,0.0,0,0,0,0,0.5703485155817813,0.8688202247191011,0.6886340866080375,795,197,6,2,0.5895847671484286,0.4164174760347198,0.5895847671484286
49,0.049,0.7083011085331271,0.9401197604790419,0.8079100198485627,1070,312,8,2,0.0,0.0,0.0,0,0,0,0,0.6830591826352382,0.7109071655488881,0.6967050073510335,2216,855,6,2,0.0,0.0,0.0,0,0,0,0,0.5703485155817813,0.8688202247191011,0.6886340866080375,795,197,6,2,0.5895847671484286,0.4164174760347198,0.5895847671484286
50,0.05,0.7083011085331271,0.9401197604790419,0.8079100198485627,1070,312,8,2,0.0,0.0,0.0,0,0,0,0,0.6830591826352382,0.7109071655488881,0.6967050073510335,2216,855,6,2,0.0,0.0,0.0,0,0,0,0,0.5703485155817813,0.8688202247191011,0.6886340866080375,795,197,6,2,0.5895847671484286,0.4164174760347198,0.5895847671484286
51,0.051000000000000004,0.7083011085331271,0.9401197604790419,0.8079100198485627,1070,312,8,2,0.0,0.0,0.0,0,0,0,0,0.6830591826352382,0.7109071655488881,0.6967050073510335,2216,855,6,2,0.0,0.0,0.0,0,0,0,0,0.5703485155817813,0.8688202247191011,0.6886340866080375,795,197,6,2,0.5895847671484286,0.4164174760347198,0.5895847671484286
52,0.052000000000000005,0.7083011085331271,0.9401197604790419,0.8079100198485627,1070,312,8,2,0.0,0.0,0.0,0,0,0,0,0.6830591826352382,0.7109071655488881,0.6967050073510335,2216,855,6,2,0.0,0.0,0.0,0,0,0,0,0.5703485155817813,0.8688202247191011,0.6886340866080375,795,197,6,2,0.5895847671484286,0.4164174760347198,0.5895847671484286
53,0.053,0.7083011085331271,0.9401197604790419,0.8079100198485627,1070,312,8,2,0.0,0.0,0.0,0,0,0,0,0.6830591826352382,0.7109071655488881,0.6967050073510335,2216,855,6,2,0.0,0.0,0.0,0,0,0,0,0.5703485155817813,0.8688202247191011,0.6886340866080375,795,197,6,2,0.5895847671484286,0.4164174760347198,0.5895847671484286
54,0.054,0.7083011085331271,0.9401197604790419,0.8079100198485627,1070,312,8,2,0.0,0.0,0.0,0,0,0,0,0.6830591826352382,0.7109071655488881,0.6967050073510335,2216,855,6,2,0.0,0.0,0.0,0,0,0,0,0.5703485155817813,0.8688202247191011,0.6886340866080375,795,197,6,2,0.5895847671484286,0.4164174760347198,0.5895847671484286
55,0.055,0.7083011085331271,0.9401197604790419,0.8079100198485627,1070,312,8,2,0.0,0.0,0.0,0,0,0,0,0.6993142254264111,0.7019061066007766,0.7006077688716639,2426,855,8,2,0.0,0.0,0.0,0,0,0,0,0.5703485155817813,0.8688202247191011,0.6886340866080375,795,197,6,2,0.5895847671484286,0.4164174760347198,0.5895847671484286
56,0.056,0.7083011085331271,0.9401197604790419,0.8079100198485627,1070,312,8,2,0.0,0.0,0.0,0,0,0,0,0.6993142254264111,0.7019061066007766,0.7006077688716639,2426,855,8,2,0.0,0.0,0.0,0,0,0,0,0.639344262295082,0.8325842696629213,0.7232796486090777,1582,197,2,2,0.5895847671484286,0.4164174760347198,0.5895847671484286
57,0.057,0.7083011085331271,0.9401197604790419,0.8079100198485627,1070,312,8,2,0.0,0.0,0.0,0,0,0,0,0.6993142254264111,0.7019061066007766,0.7006077688716639,2426,855,8,2,0.0,0.0,0.0,0,0,0,0,0.6392911173546575,0.8308988764044943,0.7226090142909491,1591,197,4,2,0.5895847671484286,0.4164174760347198,0.5895847671484286
58,0.058,0.7083011085331271,0.9401197604790419,0.8079100198485627,1070,312,8,2,0.0,0.0,0.0,0,0,0,0,0.6993142254264111,0.7019061066007766,0.7006077688716639,2426,855,8,2,0.0,0.0,0.0,0,0,0,0,0.6392131431041936,0.8306179775280899,0.7224529684827754,1592,197,6,2,0.5895847671484286,0.4164174760347198,0.5895847671484286
59,0.059000000000000004,0.7083011085331271,0.9401197604790419,0.8079100198485627,1070,312,8,2,0.0,0.0,0.0,0,0,0,0,0.6993142254264111,0.7019061066007766,0.7006077688716639,2426,855,8,2,0.0,0.0,0.0,0,0,0,0,0.6392131431041936,0.8306179775280899,0.7224529684827754,1592,197,6,2,0.5895847671484286,0.4164174760347198,0.5895847671484286
60,0.06,0.7083011085331271,0.9401197604790419,0.8079100198485627,1070,312,8,2,0.0,0.0,0.0,0,0,0,0,0.6993142254264111,0.7019061066007766,0.7006077688716639,2426,855,8,2,0.0,0.0,0.0,0,0,0,0,0.6392131431041936,0.8306179775280899,0.7224529684827754,1592,197,6,2,0.5895847671484286,0.4164174760347198,0.5895847671484286
61,0.061,0.7083011085331271,0.9401197604790419,0.8079100198485627,1070,312,8,2,0.0,0.0,0.0,0,0,0,0,0.6993142254264111,0.7019061066007766,0.7006077688716639,2426,855,8,2,0.0,0.0,0.0,0,0,0,0,0.6392131431041936,0.8306179775280899,0.7224529684827754,1592,197,6,2,0.5895847671484286,0.4164174760347198,0.5895847671484286
62,0.062,0.7083011085331271,0.9401197604790419,0.8079100198485627,1070,312,8,2,0.0,0.0,0.0,0,0,0,0,0.6993142254264111,0.7019061066007766,0.7006077688716639,2426,855,8,2,0.0,0.0,0.0,0,0,0,0,0.6392131431041936,0.8306179775280899,0.7224529684827754,1592,197,6,2,0.5895847671484286,0.4164174760347198,0.5895847671484286
63,0.063,0.7083011085331271,0.9401197604790419,0.8079100198485627,1070,312,8,2,0.0,0.0,0.0,0,0,0,0,0.6993142254264111,0.7019061066007766,0.7006077688716639,2426,855,8,2,0.0,0.0,0.0,0,0,0,0,0.6392131431041936,0.8306179775280899,0.7224529684827754,1592,197,6,2,0.5895847671484286,0.4164174760347198,0.5895847671484286
64,0.064,0.7083011085331271,0.9401197604790419,0.8079100198485627,1070,312,8,2,0.0,0.0,0.0,0,0,0,0,0.6993142254264111,0.7019061066007766,0.7006077688716639,2426,855,8,2,0.0,0.0,0.0,0,0,0,0,0.6392131431041936,0.8306179775280899,0.7224529684827754,1592,197,6,2,0.5895847671484286,0.4164174760347198,0.5895847671484286
65,0.065,0.7083011085331271,0.9401197604790419,0.8079100198485627,1070,312,8,2,0.0,0.0,0.0,0,0,0,0,0.6993142254264111,0.7019061066007766,0.7006077688716639,2426,855,8,2,0.0,0.0,0.0,0,0,0,0,0.6392131431041936,0.8306179775280899,0.7224529684827754,1592,197,6,2,0.5895847671484286,0.4164174760347198,0.5895847671484286
66,0.066,0.7083011085331271,0.9401197604790419,0.8079100198485627,1070,312,8,2,0.0,0.0,0.0,0,0,0,0,0.6993142254264111,0.7019061066007766,0.7006077688716639,2426,855,8,2,0.0,0.0,0.0,0,0,0,0,0.6392131431041936,0.8306179775280899,0.7224529684827754,1592,197,6,2,0.5895847671484286,0.4164174760347198,0.5895847671484286
67,0.067,0.7083011085331271,0.9401197604790419,0.8079100198485627,1070,312,8,2,0.0,0.0,0.0,0,0,0,0,0.6993142254264111,0.7019061066007766,0.7006077688716639,2426,855,8,2,0.0,0.0,0.0,0,0,0,0,0.6392131431041936,0.8306179775280899,0.7224529684827754,1592,197,6,2,0.5895847671484286,0.4164174760347198,0.5895847671484286
68,0.068,0.7083011085331271,0.9401197604790419,0.8079100198485627,1070,312,8,2,0.0,0.0,0.0,0,0,0,0,0.6993142254264111,0.7019061066007766,0.7006077688716639,2426,855,8,2,0.0,0.0,0.0,0,0,0,0,0.6392131431041936,0.8306179775280899,0.7224529684827754,1592,197,6,2,0.5895847671484286,0.4164174760347198,0.5895847671484286
69,0.069,0.7083011085331271,0.9401197604790419,0.8079100198485627,1070,312,8,2,0.0,0.0,0.0,0,0,0,0,0.6993142254264111,0.7019061066007766,0.7006077688716639,2426,855,8,2,0.0,0.0,0.0,0,0,0,0,0.6392131431041936,0.8306179775280899,0.7224529684827754,1592,197,6,2,0.5895847671484286,0.4164174760347198,0.5895847671484286
70,0.07,0.7083011085331271,0.9401197604790419,0.8079100198485627,1070,312,8,2,0.0,0.0,0.0,0,0,0,0,0.6993142254264111,0.7019061066007766,0.7006077688716639,2426,855,8,2,0.0,0.0,0.0,0,0,0,0,0.6392131431041936,0.8306179775280899,0.7224529684827754,1592,197,6,2,0.5895847671484286,0.4164174760347198,0.5895847671484286
71,0.07100000000000001,0.7083011085331271,0.9401197604790419,0.8079100198485627,1070,312,8,2,0.0,0.0,0.0,0,0,0,0,0.6993142254264111,0.7019061066007766,0.7006077688716639,2426,855,8,2,0.0,0.0,0.0,0,0,0,0,0.6392131431041936,0.8306179775280899,0.7224529684827754,1592,197,6,2,0.5895847671484286,0.4164174760347198,0.5895847671484286
72,0.07200000000000001,0.7083011085331271,0.9401197604790419,0.8079100198485627,1070,312,8,2,0.0,0.0,0.0,0,0,0,0,0.6993142254264111,0.7019061066007766,0.7006077688716639,2426,855,8,2,0.0,0.0,0.0,0,0,0,0,0.6392131431041936,0.8306179775280899,0.7224529684827754,1592,197,6,2,0.5895847671484286,0.4164174760347198,0.5895847671484286
73,0.073,0.7083011085331271,0.9401197604790419,0.8079100198485627,1070,312,8,2,0.0,0.0,0.0,0,0,0,0,0.6993142254264111,0.7019061066007766,0.7006077688716639,2426,855,8,2,0.0,0.0,0.0,0,0,0,0,0.6392131431041936,0.8306179775280899,0.7224529684827754,1592,197,6,2,0.5895847671484286,0.4164174760347198,0.5895847671484286
